"","10A-16S","10B-16S","10C-16S","10D-16S","10E-16S","16A-16S","16B-16S","16C-16S","16D-16S","16E-16S","1A-16S","1B-16S","1C-16S","1D-16S","1E-16S","2A-16S","2B-16S","2C-16S","2D-16S","2E-16S","3A-16S","3B-16S","3C-16S","3D-16S","3E-16S","4A-16S","4B-16S","4C-16S","4D-16S","4E-16S","5A-16S","5B-16S","5C-16S","5D-16S","5E-16S","6A-16S","6B-16S","6C-16S","6D-16S","6E-16S","8A-16S","8B-16S","8C-16S","8D-16S","8E-16S","D0-16S"
"OTU_35",45,69,49,140,52,21,38,4,3,23,209,129,12,74,31,636,435,89,480,890,269,216,362,431,75,796,264,604,485,40,361,287,254,515,25,237,289,94,197,51,171,33,170,301,36,1
"OTU_83",27,72,4,10,0,7,1,1,1,1,4,8,1,1,1,36,18,61,93,6,56,357,10,124,1,137,109,8,227,1,64,23,43,118,0,232,39,6,131,0,78,25,7,56,2,0
"OTU_2628",16,11,1,3,4,4,1,0,1,2,0,1,0,1,0,1,0,0,1,0,1,9,2,1,0,2,1,0,2,0,1,1,2,4,0,4,2,1,11,0,6,3,1,8,3,1
"OTU_267",62,82,12,26,24,12,6,10,6,11,4,7,0,2,0,13,18,9,14,7,24,36,7,15,1,25,23,8,24,0,15,10,20,10,0,72,40,14,103,13,34,17,27,52,10,33
"OTU_374",44,41,35,21,16,35,23,17,12,15,4,15,3,0,0,40,14,3,12,19,16,25,15,27,5,40,34,19,51,3,42,30,75,52,4,55,34,37,43,11,40,17,61,56,20,2
"OTU_2145",3,2,3,1,11,3,2,3,3,6,0,0,0,0,0,1,1,0,0,0,2,2,0,0,3,0,2,1,0,0,0,1,0,3,1,3,3,8,1,5,1,2,5,2,8,2
"OTU_40",71,200,8,30,12,47,28,3,7,12,16,13,14,7,38,196,28,119,232,76,163,445,38,440,7,606,257,46,507,18,166,51,156,285,6,342,171,24,334,24,138,46,35,158,29,2
"OTU_314",11,20,12,9,11,10,3,7,2,6,0,1,2,0,2,6,24,6,7,19,13,36,6,14,4,19,22,11,30,5,16,22,20,23,2,25,17,21,22,6,13,6,21,34,19,181
"OTU_396",16,0,2,0,4,0,0,1,0,3,0,0,0,0,0,1,0,10,16,0,2,21,0,3,0,0,11,0,36,0,45,0,63,11,0,15,10,7,163,2,0,1,0,6,46,0
"OTU_46",62,179,15,64,15,66,34,16,18,13,2,6,0,0,0,269,24,66,284,66,98,195,26,181,3,429,192,31,417,4,181,39,116,257,1,385,360,47,351,6,146,69,69,173,46,0
"OTU_25",349,631,336,388,254,616,410,330,97,465,5,9,9,13,149,8,42,1,10,52,70,62,148,91,213,122,148,259,92,61,354,349,372,384,81,307,665,282,250,194,213,191,577,732,427,132
"OTU_3606",3,0,1,2,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1,1,0,1,1,1,1,0,0,0,0,2,2,1,1
"OTU_67",137,33,214,46,261,35,24,82,6,47,0,0,0,0,0,1,0,0,0,1,65,101,133,22,5,8,80,306,12,1,209,467,88,141,16,20,108,152,55,597,10,34,75,108,116,3
"OTU_48",61,143,25,48,14,23,9,12,7,9,137,118,17,77,2,860,118,257,876,278,518,776,139,825,5,768,351,100,968,37,317,111,117,631,3,619,98,26,466,9,205,67,52,150,5,13
"OTU_2211",1,1,1,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,1,1,0,1,0,0,1,1,0,0,0,2,0
"OTU_2910",37,3,34,3,132,8,6,35,2,73,0,0,0,0,0,0,0,0,0,0,1,0,2,1,70,0,0,6,1,6,3,24,8,2,80,1,1,38,4,109,2,3,51,3,421,0
"OTU_4617",271,569,283,72,236,84,48,81,13,105,54,103,9,17,962,199,304,108,470,234,563,1439,281,862,309,824,927,492,1098,158,584,891,1583,732,101,732,835,664,1076,204,401,414,882,819,218,6
"OTU_153",93,194,4,77,26,115,119,18,39,44,0,1,0,0,40,2,0,1,3,3,3,15,2,44,20,21,7,10,15,3,28,6,45,54,6,148,10,12,170,5,129,56,27,144,25,1
"OTU_1751",6,45,5,14,8,17,7,7,1,5,5,7,0,3,3,56,22,21,70,21,36,103,17,134,2,138,79,10,184,2,45,25,43,131,1,106,59,5,89,10,51,13,16,73,13,53
"OTU_179",65,55,69,31,37,25,47,23,3,54,79,156,208,256,2403,369,285,54,251,329,257,305,811,278,439,224,232,360,292,160,201,356,323,254,67,147,199,109,139,80,86,36,118,112,67,2
"OTU_506",27,103,3,6,2,38,14,6,6,7,1,0,2,1,2,2,14,1,3,6,7,23,5,10,1,11,20,10,11,1,12,12,12,11,2,27,19,8,26,2,17,17,11,24,1,34
"OTU_240",39,2,25,0,77,6,11,35,2,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,2,7,0,53,0,0,9,1,67,0,0,4,0,171,0
"OTU_421",33,75,12,24,12,18,6,5,12,13,0,1,0,0,0,4,3,4,6,1,8,28,3,14,0,25,21,6,29,0,20,12,12,17,0,105,20,6,67,4,47,15,14,68,3,4
"OTU_900",5,12,2,1,1,2,1,1,1,6,1,0,0,0,0,2,5,0,0,0,2,4,3,2,0,1,1,0,1,0,1,2,3,0,0,10,4,4,5,2,2,4,1,8,5,12
"OTU_4150",280,299,230,186,152,302,278,187,73,258,17,13,60,133,162,77,109,3,98,262,319,127,329,206,243,279,226,412,189,111,413,404,426,501,95,220,505,274,200,189,182,137,344,557,241,18
"OTU_258",21,12,25,5,39,12,17,12,3,71,0,0,0,0,0,0,0,0,0,1,1,0,1,0,27,1,1,4,0,4,8,26,24,1,36,1,0,29,3,57,2,3,40,15,85,0
"OTU_37",249,669,61,227,83,312,77,43,49,90,4,4,0,4,7,45,17,31,123,28,53,204,18,251,4,519,247,36,577,1,277,85,206,622,4,600,612,80,733,16,453,213,224,892,80,34
"OTU_156",40,3,95,6,123,13,51,79,6,329,0,0,0,1,19,0,1,0,0,10,4,0,18,1,155,3,2,34,1,25,11,66,48,10,106,3,6,84,11,136,3,2,81,7,88,0
"OTU_200",49,27,126,6,103,57,136,324,40,564,0,0,0,0,0,0,0,0,0,1,0,1,0,0,29,0,0,0,0,3,2,6,27,0,52,0,1,19,7,91,8,3,33,30,88,13
"OTU_2873",29,29,26,4,19,24,40,44,7,68,0,0,0,0,0,0,2,0,0,3,1,1,3,0,12,0,3,8,1,0,2,29,76,6,13,5,6,15,6,46,4,4,19,16,36,0
"OTU_116",20,74,16,10,28,36,14,20,6,29,10,13,1,7,5,51,63,31,55,34,62,155,41,60,15,53,72,47,84,8,29,47,70,58,11,49,34,48,49,24,37,23,31,52,24,72
"OTU_23",120,95,90,149,149,91,48,37,19,48,51,54,63,114,59,419,290,49,315,634,334,240,378,486,173,439,343,526,335,117,744,456,251,800,94,199,299,171,217,191,178,59,247,457,152,3
"OTU_41",59,1,43,18,85,2,19,22,0,41,133,177,795,619,258,452,553,6,413,1291,171,22,1097,25,343,115,90,1400,86,367,113,474,138,157,175,20,15,138,20,191,19,8,148,46,89,5
"OTU_234",13,9,13,5,28,4,8,7,1,13,5,25,9,24,9,10,22,1,3,32,25,21,30,14,34,5,12,60,10,8,47,59,35,59,39,5,7,36,21,49,4,1,29,23,46,1
"OTU_936",3,7,0,1,0,1,0,0,0,0,0,1,0,0,0,3,3,0,6,5,0,7,0,6,0,4,2,2,4,0,6,4,4,9,0,8,6,1,6,0,5,0,1,4,1,0
"OTU_4574",12,6,3,2,6,4,6,4,2,7,0,0,1,0,1,1,5,0,0,2,10,10,4,3,1,7,8,5,3,2,11,6,15,13,5,1,3,11,3,6,5,1,11,9,14,0
"OTU_647",5,3,12,0,18,7,8,23,3,65,0,0,0,0,3,0,0,0,0,0,2,2,3,0,2,0,0,2,1,1,0,13,6,1,1,1,2,6,1,8,2,4,6,1,17,0
"OTU_2081",2,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,5,0,0,1,0,1,0,0,0,0,0
"OTU_161",57,135,8,70,21,16,10,4,7,12,4,6,3,5,0,13,14,16,19,2,14,55,11,22,0,55,61,9,65,1,36,12,20,44,0,119,38,18,116,4,84,42,22,136,17,12
"OTU_638",9,8,0,6,1,3,0,2,1,2,1,0,0,0,0,2,1,2,2,2,4,8,1,6,0,7,10,1,11,0,8,1,1,7,0,14,2,1,20,0,10,3,6,10,1,0
"OTU_80",151,275,74,197,125,250,41,18,53,32,14,11,2,5,1,89,53,15,66,67,87,49,34,44,7,124,173,152,155,5,231,74,94,207,1,143,312,98,221,67,179,63,343,264,89,3
"OTU_173",22,71,2,57,18,10,7,1,2,3,0,1,0,0,1,0,5,1,0,1,1,18,10,33,14,29,26,5,14,1,14,21,47,47,9,15,9,15,157,5,47,27,41,107,42,0
"OTU_389",5,33,10,10,4,7,13,5,0,5,0,2,1,2,2,6,17,3,8,7,6,22,11,10,4,12,10,4,22,2,6,24,11,23,3,22,7,9,20,11,10,5,12,22,16,34
"OTU_4318",158,226,160,39,121,145,79,93,28,132,2,8,3,3,17,7,48,3,0,15,82,120,96,44,66,21,195,116,41,15,198,252,315,147,31,127,161,139,112,73,82,113,201,182,154,40
"OTU_127",109,253,32,115,55,104,58,32,20,41,6,3,2,1,1,75,22,40,105,24,51,117,16,87,2,152,162,24,177,2,147,39,99,166,4,253,151,59,164,25,152,74,96,229,84,5
"OTU_967",6,0,6,6,5,4,7,4,1,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,5,3,1,2,1,2,6,5,6,0,0,8,7,1,0
"OTU_4740",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU_1213",3,10,1,0,0,4,5,1,0,2,0,0,0,0,0,2,0,1,0,1,3,5,3,2,1,1,5,2,3,0,2,3,3,3,1,4,2,2,5,1,1,1,3,4,3,23
"OTU_58",82,44,44,65,32,21,44,24,7,63,8,10,10,31,103,6,28,2,6,71,132,52,241,171,159,208,64,261,92,59,221,218,187,429,35,27,143,155,162,76,70,40,125,184,40,2
"OTU_414",8,1,4,6,5,2,1,3,0,7,3,12,7,23,119,7,25,0,7,7,15,11,25,3,16,6,3,18,3,8,14,13,11,12,2,3,12,5,15,3,4,0,10,16,18,0
"OTU_1609",2,11,0,0,0,3,2,0,0,2,0,0,0,0,0,1,0,0,1,0,0,4,0,1,0,2,2,0,2,0,0,2,0,1,0,2,2,0,0,0,4,7,2,2,0,3
"OTU_836",1,0,8,1,9,0,1,6,0,5,0,0,0,0,0,0,0,0,0,0,0,1,2,0,26,0,0,2,0,8,0,4,0,0,9,0,0,2,0,22,0,0,0,0,12,0
"OTU_177",32,47,29,41,69,17,24,19,5,132,0,0,0,0,0,0,2,0,0,6,2,3,4,3,122,5,5,11,2,21,22,57,90,51,85,14,11,35,41,103,29,20,41,80,104,0
"OTU_456",3,0,9,0,8,0,0,3,0,4,0,0,0,0,1,0,0,0,0,0,1,0,1,0,10,0,0,20,0,10,0,19,1,2,55,0,0,9,0,29,0,0,6,0,9,0
"OTU_969",126,163,144,77,173,129,125,91,27,127,89,170,134,109,37,139,568,37,207,322,177,272,418,175,226,87,248,417,117,80,229,437,315,229,152,93,239,370,164,338,105,47,191,181,315,91
"OTU_170",40,1,222,1,112,7,29,104,4,211,0,1,1,5,0,2,4,0,2,13,6,1,33,5,80,1,5,66,1,17,17,120,54,8,104,0,2,92,5,146,3,0,52,3,119,1
"OTU_17",304,149,375,106,551,85,150,218,19,521,0,0,0,0,38,1,3,0,0,13,11,4,80,0,1380,2,10,201,3,76,137,1015,374,176,458,26,64,387,111,515,111,38,669,168,879,0
"OTU_1492",71,5,50,3,33,4,2,10,4,10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,29,0,3,1,0,0,0,6,6,0,41,0,2,66,0,36,2,4,59,5,67,0
"OTU_3971",3,1,4,0,1,0,3,1,0,6,0,0,0,0,2,0,3,0,0,2,0,1,3,1,6,0,0,1,1,1,3,11,5,4,6,0,6,4,0,12,1,0,2,3,6,0
"OTU_191",16,2,89,0,58,0,5,42,0,122,0,0,0,0,6,0,0,0,0,6,0,0,8,0,122,0,0,30,1,22,6,55,6,5,84,0,0,66,1,123,2,1,56,0,46,0
"OTU_328",49,84,5,15,10,18,18,10,4,10,0,1,0,0,0,2,3,2,6,2,11,28,9,14,1,17,23,1,24,4,13,14,18,28,1,86,44,14,70,2,33,22,19,45,8,3
"OTU_1921",2,1,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,3,0,1,2,0,1,0,0,1,0,0
"OTU_462",2,10,0,7,0,7,0,0,0,1,1,4,0,1,0,11,3,3,8,3,5,24,2,14,0,29,15,3,24,0,9,4,8,12,0,41,6,3,20,1,10,2,2,7,1,0
"OTU_47",117,84,161,62,140,48,110,96,23,261,12,28,22,34,86,26,81,2,18,215,275,206,343,178,483,88,104,374,93,218,226,465,289,323,184,42,47,219,80,221,76,42,179,162,175,107
"OTU_141",56,49,21,40,34,19,41,11,7,26,53,64,60,92,35,63,66,10,118,108,207,157,141,171,155,87,85,259,60,70,204,190,200,261,79,54,99,79,103,48,65,31,88,97,63,0
"OTU_195",60,1,162,1,199,14,92,127,1,349,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,2,2,0,1,1,8,18,0,28,0,1,51,0,114,0,3,17,1,166,0
"OTU_548",1,0,0,0,5,0,0,1,0,1,1,2,39,55,30,3,15,0,2,45,0,0,20,0,51,0,0,8,0,9,1,1,1,0,8,0,1,3,0,8,0,0,4,0,11,0
"OTU_3183",228,273,144,131,244,244,187,152,99,251,3,3,3,2,1,11,18,2,5,18,74,68,61,27,110,42,110,129,27,23,239,273,485,234,135,63,256,331,143,329,132,110,238,340,296,14
"OTU_955",3,2,4,3,0,0,1,0,1,0,1,4,1,0,0,1,3,0,0,3,0,3,2,1,0,9,3,0,8,0,5,2,0,2,0,7,2,3,6,1,4,0,1,5,0,0
"OTU_4576",27,72,30,7,14,31,17,19,2,17,0,0,3,3,4,1,19,1,3,2,20,35,29,8,15,10,49,38,14,3,31,81,60,29,5,27,54,48,16,15,16,21,49,34,17,36
"OTU_2665",2,3,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0
"OTU_57",52,71,122,42,203,18,45,49,3,81,28,27,8,17,8,51,44,16,19,40,33,66,35,14,442,76,198,89,114,5,119,99,333,102,159,83,172,120,122,461,58,64,174,137,1583,51
"OTU_1658",63,188,20,36,29,72,25,22,23,24,2,2,2,5,0,6,16,4,8,4,17,52,6,10,1,19,30,15,24,3,15,22,23,23,2,58,15,37,60,14,44,20,45,65,27,63
"OTU_2627",27,8,21,9,7,8,10,28,3,40,0,1,2,1,8,0,2,1,0,5,4,16,5,14,13,3,9,14,2,4,13,46,33,24,16,6,16,27,15,36,17,4,31,20,30,1
"OTU_954",7,9,0,2,4,0,1,0,0,3,0,0,0,0,0,0,1,0,0,1,2,1,3,1,1,4,8,2,5,0,0,0,5,2,0,11,3,1,14,0,3,0,2,11,0,6
"OTU_34",233,56,206,83,129,30,79,153,4,257,0,0,0,0,6,0,0,0,0,7,14,1,55,4,276,10,15,136,11,82,59,415,97,85,244,48,67,508,86,293,73,31,537,186,414,0
"OTU_1895",3,14,3,9,1,3,0,0,1,0,8,4,5,4,27,14,4,2,9,15,6,17,12,17,7,22,15,7,24,2,19,4,14,24,3,8,10,3,11,3,11,2,6,13,12,7
"OTU_2272",13,9,41,0,34,11,8,44,1,51,1,0,0,2,8,1,6,0,0,20,1,1,4,1,15,1,2,9,1,5,2,20,8,4,24,1,7,30,2,58,4,0,17,2,42,16
"OTU_1755",65,71,68,25,41,33,19,16,3,37,0,0,0,2,0,0,6,0,3,3,30,16,40,16,83,13,34,54,5,5,48,103,108,75,46,28,50,91,46,72,53,29,104,66,100,0
"OTU_979",32,112,9,34,8,29,11,6,4,7,9,8,0,5,1,39,21,10,39,25,49,89,17,62,2,83,79,18,117,4,117,32,61,121,0,112,78,18,120,7,88,26,27,96,21,53
"OTU_71",14,19,9,21,12,13,3,4,2,17,65,56,18,39,9,96,46,22,125,42,64,44,19,237,11,868,99,40,411,8,281,44,43,381,10,116,13,22,153,15,35,12,14,97,57,24
"OTU_4248",17,32,27,8,12,9,1,5,4,5,0,2,0,3,52,5,8,4,17,10,23,56,10,32,18,36,51,31,46,12,45,60,96,54,6,56,80,57,62,22,35,21,77,56,18,0
"OTU_2181",19,6,117,0,89,14,12,78,6,175,0,0,0,1,4,0,0,0,0,3,1,0,7,3,147,1,1,26,1,16,3,104,25,0,114,0,2,77,5,156,4,0,68,5,121,2
"OTU_198",32,126,5,28,12,42,13,5,8,4,1,0,0,0,0,3,1,2,5,0,7,41,2,28,0,86,51,2,53,1,16,7,29,55,0,331,90,11,238,5,67,32,18,105,2,3
"OTU_247",18,6,73,3,33,7,23,26,5,34,0,0,0,0,0,0,1,0,0,0,0,0,4,0,21,0,0,6,1,2,1,40,14,2,77,0,5,34,1,81,1,3,35,3,99,0
"OTU_684",3,7,4,2,4,6,4,1,0,2,1,1,0,0,1,3,8,1,3,3,4,8,2,1,1,1,5,2,4,1,5,3,8,5,0,3,1,6,2,4,4,6,2,7,8,90
"OTU_5015",43,12,36,5,43,3,6,4,2,7,0,0,0,0,0,0,0,0,0,1,1,2,1,0,22,0,2,2,0,0,3,8,5,1,16,0,0,38,0,21,5,7,54,12,41,5
"OTU_601",13,8,50,14,9,11,2,4,2,11,0,0,0,0,0,0,2,0,0,0,2,0,1,0,1,0,1,6,0,1,2,18,6,4,5,0,2,31,1,14,6,2,45,20,13,1
"OTU_4919",20,31,15,18,10,17,4,6,3,8,3,2,0,0,2,7,9,6,17,3,4,22,5,17,5,20,19,7,37,0,23,6,15,32,1,30,20,21,54,9,36,8,24,36,49,13
"OTU_219",40,93,11,50,16,26,13,10,4,10,17,15,0,3,1,68,27,36,72,37,58,138,28,61,1,134,94,25,149,7,107,37,83,92,0,137,90,19,140,19,86,33,42,129,19,0
"OTU_2731",53,62,79,37,61,11,20,16,2,14,23,22,34,132,35,18,47,2,7,105,176,16,30,20,163,12,37,87,18,28,68,131,70,119,64,3,17,66,28,68,33,13,81,64,85,1
"OTU_223",36,161,4,14,16,31,10,3,19,14,0,4,0,1,0,13,10,8,23,5,19,70,7,30,2,71,55,7,48,2,15,10,31,36,0,62,32,15,68,9,26,33,14,79,16,11
"OTU_4123",115,75,98,109,112,93,115,92,33,165,2,3,0,0,47,0,9,0,2,22,18,15,50,32,103,55,41,75,25,29,113,121,145,187,53,84,131,94,106,133,96,35,214,293,237,0
"OTU_365",10,3,8,4,10,0,1,1,0,0,3,12,26,12,119,9,6,0,1,37,3,3,57,5,72,3,1,128,4,39,21,55,14,28,50,3,11,17,11,27,5,1,9,5,18,0
"OTU_3642",97,93,103,83,105,19,16,19,7,7,0,3,0,0,0,0,0,0,0,0,17,9,29,4,2,1,5,42,9,0,60,63,60,49,13,8,22,143,28,253,35,40,55,147,86,8
"OTU_4304",24,66,13,33,7,23,9,7,3,18,5,12,3,3,4,24,20,22,23,23,37,74,14,61,1,89,70,17,122,1,59,26,53,114,6,112,56,21,136,20,39,18,27,83,43,46
"OTU_2447",142,40,212,97,376,67,121,142,16,277,1,21,4,7,6,25,70,3,99,148,68,24,252,43,307,78,99,363,46,77,194,435,195,134,374,61,204,394,83,656,63,32,296,118,554,8
"OTU_2509",2,4,0,3,2,2,0,1,0,0,1,0,0,0,1,0,2,0,2,2,0,2,1,2,0,6,0,0,3,1,2,2,1,5,0,5,5,0,9,0,3,0,2,3,2,0
"OTU_1405",2,2,0,1,2,3,0,1,0,1,0,0,0,0,0,0,2,0,0,0,1,2,0,3,0,0,1,0,5,0,1,3,0,0,1,2,4,3,5,0,0,1,0,2,0,4
"OTU_4702",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1314",1,6,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,1,2,0,1,2,1,1,1,1,2,8,2,0,0,1,1,0,0,2,1,0,5,0,0
"OTU_3500",8,14,3,1,5,6,6,4,3,3,1,5,0,1,0,5,10,3,5,1,5,17,4,6,2,9,12,4,9,1,6,6,14,3,2,7,11,4,6,3,1,1,6,8,3,53
"OTU_567",26,10,6,13,4,8,6,0,1,0,0,0,0,0,1,0,0,0,0,1,7,0,2,0,2,0,0,7,0,4,4,29,19,3,13,0,1,13,1,8,1,1,17,8,1,0
"OTU_250",48,10,25,2,32,19,27,22,2,45,0,0,0,0,2,0,0,0,0,9,8,0,12,0,21,1,15,36,1,9,10,95,17,8,9,1,2,50,14,22,4,5,42,12,37,0
"OTU_787",7,1,15,1,11,0,3,8,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,1,0,9,0,0,8,0,22,0,0,6,0,20,0
"OTU_528",8,0,24,0,8,1,5,12,0,25,0,0,0,0,1,0,1,0,0,2,2,0,7,0,20,0,1,5,0,2,1,19,8,4,15,1,0,18,1,24,0,0,10,1,14,0
"OTU_85",80,11,332,25,197,108,37,143,15,141,0,0,0,0,0,0,2,0,1,2,0,0,1,0,186,0,1,7,3,0,2,29,30,0,133,4,6,286,16,309,14,30,324,25,358,0
"OTU_2020",40,52,14,106,6,46,25,3,7,15,5,0,2,3,12,9,6,2,16,9,20,28,10,45,12,92,70,21,92,3,90,29,80,184,6,84,103,21,179,5,121,34,31,285,12,1
"OTU_2255",2,0,0,0,0,0,0,0,0,0,1,0,7,4,4,0,2,0,0,0,2,1,1,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,1,1,0
"OTU_1077",5,13,1,1,3,1,0,1,4,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,2,0,3,0,0,0,1,2,0,10,2,1,12,1,3,0,0,5,0,0
"OTU_277",28,64,4,17,8,31,14,3,11,12,1,1,0,0,0,3,6,4,8,4,3,25,2,13,2,23,26,4,15,2,15,3,22,12,0,90,43,10,115,2,34,18,6,49,2,0
"OTU_45",64,26,304,20,567,440,182,121,276,208,0,3,0,0,0,0,8,0,0,9,2,1,10,2,341,1,3,113,3,2,0,134,33,2,252,2,13,640,4,2021,4,7,843,12,914,12
"OTU_490",2,4,34,2,9,20,42,37,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,31,0,0,1,5,2,1,4,0,1,12,1,4,1
"OTU_891",7,5,2,0,4,1,0,0,1,2,0,1,0,0,0,3,2,0,1,2,0,4,0,2,0,4,5,1,10,0,5,2,4,5,1,11,5,1,6,1,2,5,2,11,8,0
"OTU_140",29,24,25,24,12,14,13,0,3,9,2,8,0,3,42,6,17,2,17,50,64,44,84,64,56,63,88,74,35,26,154,86,130,159,19,36,51,38,73,23,32,12,42,105,22,2
"OTU_637",14,23,6,7,5,65,10,13,20,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,2,1,2,1,6,1,9,5,4,1
"OTU_2826",54,53,34,26,53,29,28,21,9,36,23,21,6,19,2,77,56,14,97,55,61,74,50,61,27,47,68,58,85,11,86,115,83,98,5,49,52,71,126,66,53,12,124,83,63,17
"OTU_146",27,21,6,2,6,10,4,2,1,4,37,40,5,5,0,41,13,46,59,4,80,137,11,70,0,54,68,5,83,4,85,16,47,48,1,40,16,14,48,1,44,8,15,31,8,0
"OTU_228",111,206,94,26,75,39,25,18,3,41,68,118,11,13,364,137,209,147,390,112,343,1162,195,457,130,417,642,219,594,50,275,371,852,318,34,406,394,270,476,71,173,207,324,291,86,6
"OTU_773",6,4,3,4,2,3,1,0,0,6,0,0,0,0,0,4,0,1,3,3,1,5,0,5,0,2,10,3,6,1,3,4,8,10,0,8,3,4,12,3,4,2,7,7,5,0
"OTU_148",42,33,26,21,60,12,9,12,2,27,4,3,1,3,4,36,15,9,36,28,47,49,14,40,17,43,52,63,37,8,49,53,68,70,3,57,46,44,96,34,31,27,74,70,62,2
"OTU_753",2,5,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,6,23,3,14,0,2,9,4,19,1,4,1,2,10,0,6,3,1,4,2,3,2,0,6,0,0
"OTU_281",61,233,9,22,4,44,18,8,8,13,0,2,0,0,1,0,0,1,4,0,8,17,3,29,0,30,32,3,32,0,21,18,56,38,0,156,33,9,78,1,125,52,23,105,2,0
"OTU_517",18,17,26,11,22,17,13,25,4,48,0,0,0,0,0,0,0,0,0,1,0,2,7,0,19,0,2,9,0,1,4,31,27,5,18,4,9,30,5,28,11,8,38,20,57,0
"OTU_54",45,104,43,38,15,22,23,16,2,26,93,120,127,132,547,156,151,76,233,160,103,237,177,320,27,163,196,218,171,22,115,186,136,351,5,154,151,45,102,14,149,28,178,137,35,1
"OTU_90",93,96,98,34,88,51,58,70,11,86,0,4,3,2,1,16,57,4,10,12,38,46,53,11,31,25,59,97,43,9,90,165,97,61,38,71,202,164,114,148,74,34,211,111,218,13
"OTU_420",8,45,0,2,9,26,13,4,9,4,2,4,3,2,0,4,14,5,1,0,5,18,7,10,0,5,9,5,5,5,1,3,9,8,0,11,10,6,13,6,10,7,6,21,5,22
"OTU_338",43,37,59,9,30,37,35,38,8,46,0,2,0,0,0,1,4,0,0,1,4,6,6,2,16,8,14,13,2,1,17,40,54,5,8,3,9,73,6,61,4,8,51,25,22,4
"OTU_1289",2,1,3,7,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,3,3,11,1,0,5,0,0,2,0,3,2,0,4,2,3,0
"OTU_14",132,58,57,69,76,7,11,3,1,22,344,669,627,597,1233,864,515,123,586,525,508,364,900,337,431,327,259,599,405,143,370,417,305,416,74,128,128,221,360,117,111,46,192,205,134,4
"OTU_419",15,16,14,3,18,14,18,17,5,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,3,0,4,9,0,16,0,2,11,0,39,0,1,13,12,18,6
"OTU_874",5,0,16,0,21,7,2,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,3,3,2,7,0,0,20,0,46,0,0,6,0,7,2
"OTU_286",24,43,0,21,5,17,3,0,4,1,0,0,0,0,0,1,1,1,2,0,4,4,0,6,1,28,22,0,25,0,22,2,8,15,1,61,21,4,100,0,32,17,11,30,1,0
"OTU_645",15,21,2,5,0,1,2,0,3,2,0,0,0,0,0,1,0,0,0,0,2,2,0,2,0,4,1,1,1,0,4,0,1,2,0,20,8,2,12,0,7,4,1,13,1,0
"OTU_332",40,17,157,11,41,27,60,62,8,88,0,0,0,0,0,0,1,0,0,2,1,0,1,2,5,0,3,0,0,2,6,36,41,3,21,0,8,17,3,45,1,10,31,24,16,0
"OTU_36",52,22,51,15,46,7,15,16,0,23,77,119,185,170,1715,366,302,48,164,394,491,350,635,224,138,163,230,306,282,105,152,284,130,201,27,59,151,63,105,52,62,20,104,70,32,3
"OTU_582",9,4,1,0,10,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,9,1,2,2,9,11,3,2,9,5,13,2,27,3,1,15,0,22,0
